time_window,term,term_count,article_count,share,idf,tfidf
1858-1867,grand,2,2,0.005571030640668524,2.203972804325936,4.407945608651872
1858-1867,canal,2,2,0.005571030640668524,2.203972804325936,4.407945608651872
1858-1867,eclipses,2,2,0.005571030640668524,2.203972804325936,4.407945608651872
1858-1867,provinces,2,2,0.005571030640668524,2.203972804325936,4.407945608651872
1858-1867,north,3,3,0.008356545961002786,1.3566749439387324,4.070024831816197
1858-1867,state,2,2,0.005571030640668524,1.916290731874155,3.83258146374831
1858-1867,kiang,2,2,0.005571030640668524,1.916290731874155,3.83258146374831
1858-1867,island,2,2,0.005571030640668524,1.916290731874155,3.83258146374831
1858-1867,birds,2,2,0.005571030640668524,1.916290731874155,3.83258146374831
1858-1867,made,2,2,0.005571030640668524,1.916290731874155,3.83258146374831
1858-1867,wall,2,2,0.005571030640668524,1.916290731874155,3.83258146374831
1858-1867,geology,2,2,0.005571030640668524,1.916290731874155,3.83258146374831
1858-1867,tung,2,2,0.005571030640668524,1.6931471805599454,3.386294361119891
1858-1867,river,2,2,0.005571030640668524,1.5108256237659907,3.0216512475319814
1858-1867,law,2,2,0.005571030640668524,1.3566749439387324,2.713349887877465
1858-1867,shastra,1,1,0.002785515320334262,2.6094379124341005,2.6094379124341005
1858-1867,qing,1,1,0.002785515320334262,2.6094379124341005,2.6094379124341005
1858-1867,ethnology,1,1,0.002785515320334262,2.6094379124341005,2.6094379124341005
1858-1867,cyclones,1,1,0.002785515320334262,2.6094379124341005,2.6094379124341005
1858-1867,storms,1,1,0.002785515320334262,2.6094379124341005,2.6094379124341005
1858-1867,simoda,1,1,0.002785515320334262,2.6094379124341005,2.6094379124341005
1858-1867,palces,1,1,0.002785515320334262,2.6094379124341005,2.6094379124341005
1858-1867,notation,1,1,0.002785515320334262,2.6094379124341005,2.6094379124341005
1858-1867,writings,1,1,0.002785515320334262,2.6094379124341005,2.6094379124341005
1858-1867,mozi,1,1,0.002785515320334262,2.6094379124341005,2.6094379124341005
1858-1867,sailing,1,1,0.002785515320334262,2.6094379124341005,2.6094379124341005
1858-1867,directions,1,1,0.002785515320334262,2.6094379124341005,2.6094379124341005
1858-1867,woosung,1,1,0.002785515320334262,2.6094379124341005,2.6094379124341005
1858-1867,sciences,1,1,0.002785515320334262,2.6094379124341005,2.6094379124341005
1858-1867,thermometrical,1,1,0.002785515320334262,2.6094379124341005,2.6094379124341005
1858-1867,lark,1,1,0.002785515320334262,2.6094379124341005,2.6094379124341005
1858-1867,banishment,1,1,0.002785515320334262,2.6094379124341005,2.6094379124341005
1858-1867,criminals,1,1,0.002785515320334262,2.6094379124341005,2.6094379124341005
1858-1867,cotton,1,1,0.002785515320334262,2.6094379124341005,2.6094379124341005
1858-1867,tauist,1,1,0.002785515320334262,2.6094379124341005,2.6094379124341005
1858-1867,mythology,1,1,0.002785515320334262,2.6094379124341005,2.6094379124341005
1858-1867,form,1,1,0.002785515320334262,2.6094379124341005,2.6094379124341005
