master_id,year,volume,author,author_raw,subject,subject_l1,subject_l2,subject_raw,subject_raw_norm,subject_split,title,year_start,year_end,notes,time_window,n_subjects_article_all,n_subjects_article_network,subject_weight,mapping_note
MASTER_00130,1874,NS 8,"Bushell, S. W.","Bushell, S. W.",Archaeology,Arts and Archaeology,Archaeology,archaeology,archaeology,archaeology,"Stone drums of the Chou Dynasty, The *",1874,1874,,1868-1877,1,1,1.0,
MASTER_00131,1874,NS 8,Editorial Committee,Editorial Committee,"History, Modern (20th century)",History and Chronology,"History, Modern (20th century)",contemporary history,contemporary history,contemporary history,"Retrospect of events in China, 1873",1874,1874,,1868-1877,1,1,1.0,"Use 20th century, not docx 21st century"
MASTER_00132,1875,NS 9,"Moule, G. E.","Moule, G. E.",Language and languages,Literature and Language,Language and languages,literature and language,literature and language,literature and language,"Notes on Col. Yule's edition of Marco Polo's "" Quinsay "" *",1875,1875,,1868-1877,1,1,1.0,Protected compound mapped to LCSH language term
MASTER_00133,1875,NS 9,"Camajee, D. N.","Camajee, D. N.",Religion,Religion and Philosophy,Religion,religion,religion,religion,"Legends of the ancient Mazdayacnian prophets, and the story of Zoroaster",1875,1875,,1868-1877,1,1,1.0,
MASTER_00134,1875,NS 9,"Taintor, E. C.","Taintor, E. C.",Ethnology,Anthropology and Social Customs,Ethnology,ethnology and anthropology,ethnology and anthropology,ethnology,The Aborigines of Northern Formosa,1875,1875,"Formosa, the old name of Taiwan, <U+53F0><U+6E7E>",1868-1877,2,2,0.5,
MASTER_00134,1875,NS 9,"Taintor, E. C.","Taintor, E. C.",Anthropology,Anthropology and Social Customs,Anthropology,ethnology and anthropology,ethnology and anthropology,anthropology,The Aborigines of Northern Formosa,1875,1875,"Formosa, the old name of Taiwan, <U+53F0><U+6E7E>",1868-1877,2,2,0.5,
MASTER_00135,1875,NS 9,"Watters, T.","Watters, T.",Buddhism,Religion and Philosophy,Buddhism,Buddhism,buddhism,buddhism,"Notes on the "" Miao - fa - lien - hua - ching "", a Buddhist sutra in Chinese",1875,1875,,1868-1877,1,1,1.0,
MASTER_00136,1875,NS 9,"Cordier, H.","Cordier, H.","History, Modern (20th century)",History and Chronology,"History, Modern (20th century)",contemporary history,contemporary history,contemporary history,Narrative of recent events in Tong - king,1875,1875,"TONG-KING, Tonkin <U+4E1C><U+4EAC>, northern part of Vietnam",1868-1877,1,1,1.0,"Use 20th century, not docx 21st century"
MASTER_00137,1875,NS 9,"Macgowan, D. J.","Macgowan, D. J.",Medicine,Natural Sciences,Medicine,medicine,medicine,medicine,Notes on Chinese toxicology,1875,1875,,1868-1877,1,1,1.0,
MASTER_00138,1876,NS 10,"Palladius, A.","Palladius, A.",Geography,Geography and Travel,Geography,geography,geography,geography,"Elucidations of Marco Polo's travels in North China, drawn from Chinese sources",1876,1876,,1868-1877,1,1,1.0,
MASTER_00139,1876,NS 10,"Holcombe, C.","Holcombe, C.",Travel,Geography and Travel,Travel,travel and general descriptions,travel and general descriptions,travel,Notes made on a tour through Shan - hsi and Shen - hsi,1876,1876,"Shan-HSI, Shanxi Province, <U+5C71><U+897F><U+7701>; Shen-HSI, Shaanxi Province, <U+9655><U+897F><U+7701>",1868-1877,1,1,1.0,
MASTER_00140,1876,NS 10,"Kingsmill, T. W.","Kingsmill, T. W.",Ethnology,Anthropology and Social Customs,Ethnology,ethnology and anthropology,ethnology and anthropology,ethnology,Short notes on the identification of the Yue - ti and Kiang tribes of ancient Chinese history,1876,1876,"YUE-TI, Yuezhi, <U+6708><U+6C0F>; KIANG, Qiang, <U+7F8C><U+65CF>",1868-1877,2,2,0.5,
MASTER_00140,1876,NS 10,"Kingsmill, T. W.","Kingsmill, T. W.",Anthropology,Anthropology and Social Customs,Anthropology,ethnology and anthropology,ethnology and anthropology,anthropology,Short notes on the identification of the Yue - ti and Kiang tribes of ancient Chinese history,1876,1876,"YUE-TI, Yuezhi, <U+6708><U+6C0F>; KIANG, Qiang, <U+7F8C><U+65CF>",1868-1877,2,2,0.5,
MASTER_00141,1876,NS 10,"Bretschneider, E.","Bretschneider, E.",Ethnology,Anthropology and Social Customs,Ethnology,"ethnology, anthropology, geography and history","ethnology, anthropology, geography and history",ethnology,Notices of the mediaeval geography and history of Central and Western Asia *,1876,1876,,1868-1877,4,4,0.25,
MASTER_00141,1876,NS 10,"Bretschneider, E.","Bretschneider, E.",Anthropology,Anthropology and Social Customs,Anthropology,"ethnology, anthropology, geography and history","ethnology, anthropology, geography and history",anthropology,Notices of the mediaeval geography and history of Central and Western Asia *,1876,1876,,1868-1877,4,4,0.25,
MASTER_00141,1876,NS 10,"Bretschneider, E.","Bretschneider, E.",Geography,Geography and Travel,Geography,"ethnology, anthropology, geography and history","ethnology, anthropology, geography and history",geography,Notices of the mediaeval geography and history of Central and Western Asia *,1876,1876,,1868-1877,4,4,0.25,
MASTER_00141,1876,NS 10,"Bretschneider, E.","Bretschneider, E.",History,History and Chronology,History,"ethnology, anthropology, geography and history","ethnology, anthropology, geography and history",history,Notices of the mediaeval geography and history of Central and Western Asia *,1876,1876,,1868-1877,4,4,0.25,
MASTER_00142,1876,NS 10,"Little, A. J.","Little, A. J.","History, Modern (20th century)",History and Chronology,"History, Modern (20th century)",contemporary history,contemporary history,contemporary history,"Retrospect of events in China, 1875",1876,1876,,1868-1877,1,1,1.0,"Use 20th century, not docx 21st century"
MASTER_00143,1876,NS 10,,,Agriculture,Natural Sciences,Agriculture,"agriculture, industry and trade","agriculture, industry and trade",agriculture,List of the principal tea districts in China,1876,1876,,1868-1877,3,3,0.333333333333333,
MASTER_00143,1876,NS 10,,,Industries,"Economy, Trade, and Technology",Industries,"agriculture, industry and trade","agriculture, industry and trade",industry,List of the principal tea districts in China,1876,1876,,1868-1877,3,3,0.333333333333333,LCSH standard form
MASTER_00143,1876,NS 10,,,Commerce,"Economy, Trade, and Technology",Commerce,"agriculture, industry and trade","agriculture, industry and trade",trade,List of the principal tea districts in China,1876,1876,,1868-1877,3,3,0.333333333333333,LCSH standard form
MASTER_00144,1876,NS 10,,,Meteorology,Natural Sciences,Meteorology,meteorology,meteorology,meteorology,"Observatoire Meteorologique et Magnetique des Peres de la Compagnie de Jesus a Zi- ka - wei, Septembre 1874 - Septembre 1875",1876,1876,,1868-1877,1,1,1.0,
MASTER_00145,1877,NS 11,"Kingsmill, T. W.","Kingsmill, T. W.",Ethnology,Anthropology and Social Customs,Ethnology,"ethnology, anthropology, geology and zoology","ethnology, anthropology, geology and zoology",ethnology,The Borderlands of geology and history,1877,1877,,1868-1877,4,4,0.25,
MASTER_00145,1877,NS 11,"Kingsmill, T. W.","Kingsmill, T. W.",Anthropology,Anthropology and Social Customs,Anthropology,"ethnology, anthropology, geology and zoology","ethnology, anthropology, geology and zoology",anthropology,The Borderlands of geology and history,1877,1877,,1868-1877,4,4,0.25,
MASTER_00145,1877,NS 11,"Kingsmill, T. W.","Kingsmill, T. W.",Geology,Natural Sciences,Geology,"ethnology, anthropology, geology and zoology","ethnology, anthropology, geology and zoology",geology,The Borderlands of geology and history,1877,1877,,1868-1877,4,4,0.25,
MASTER_00145,1877,NS 11,"Kingsmill, T. W.","Kingsmill, T. W.",Zoology,Natural Sciences,Zoology,"ethnology, anthropology, geology and zoology","ethnology, anthropology, geology and zoology",zoology,The Borderlands of geology and history,1877,1877,,1868-1877,4,4,0.25,
MASTER_00146,1877,NS 11,"Hobson, H. E.","Hobson, H. E.",History,History and Chronology,History,history,history,history,"Fort Zelandia, and the Dutch occupation of Formosa",1877,1877,,1868-1877,1,1,1.0,
MASTER_00147,1877,NS 11,"Mollendorf, P. G. von","Mollendorf, P. G. von",Zoology,Natural Sciences,Zoology,zoology,zoology,zoology,"The Vertebrata of the Province of Chihli, with notes on Chinese zoological nomenclature",1877,1877,,1868-1877,1,1,1.0,
MASTER_00148,1877,NS 11,"Martin, W. A. P.","Martin, W. A. P.",Language and languages,Literature and Language,Language and languages,literature and language,literature and language,literature and language,On the Styles of Chinese epistolary composition,1877,1877,,1868-1877,1,1,1.0,Protected compound mapped to LCSH language term
MASTER_00149,1877,NS 11,"Edkins, J.","Edkins, J.",Meteorology,Natural Sciences,Meteorology,meteorology and navigation,meteorology and navigation,meteorology,On Chinese names for boats and boat gear with remarks on the Chinese use of the mariner's compass,1877,1877,,1868-1877,2,2,0.5,
MASTER_00149,1877,NS 11,"Edkins, J.","Edkins, J.",Navigation,Geography and Travel,Navigation,meteorology and navigation,meteorology and navigation,navigation,On Chinese names for boats and boat gear with remarks on the Chinese use of the mariner's compass,1877,1877,,1868-1877,2,2,0.5,
MASTER_00150,1877,NS 11,"Stent, G. C.","Stent, G. C.",Manners and customs,Anthropology and Social Customs,Manners and customs,social customs,social customs,social customs,Chinese eunuchs,1877,1877,,1868-1877,1,1,1.0,LCSH standard form
MASTER_00151,1878,NS 12,"Mayers, W. F.","Mayers, W. F.",Manners and customs,Anthropology and Social Customs,Manners and customs,social customs,social customs,social customs,On the Stone figures at Chinese tombs and the offering of living sacrifices,1878,1878,,1878-1887,1,1,1.0,LCSH standard form
MASTER_00152,1878,NS 12,"Parker, E. H.","Parker, E. H.",Language and languages,Literature and Language,Language and languages,literature and language,literature and language,literature and language,The Comparative study of Chinese dialects,1878,1878,,1878-1887,1,1,1.0,Protected compound mapped to LCSH language term
MASTER_00153,1878,NS 12,"Hosie, A.","Hosie, A.",Meteorology,Natural Sciences,Meteorology,meteorology,meteorology,meteorology,"Droughts in China, A. D. 620-1643",1878,1878,,1878-1887,1,1,1.0,
MASTER_00154,1878,NS 12,"Hosie, A.","Hosie, A.",Astronomy,Natural Sciences,Astronomy,astronomy,astronomy,astronomy,"Sunspots and sun - shadows observed in China, B. C. 28 - A. D. 1617",1878,1878,,1878-1887,1,1,1.0,
MASTER_00155,1878,NS 12,"Kingsmill, T. W.","Kingsmill, T. W.",Religion,Religion and Philosophy,Religion,"religion, literature and language","religion, literature and language",religion,"The Ancient language and cult of the Chows ; critical and exegetical notes on the "" Shi- king """,1878,1878,,1878-1887,3,3,0.333333333333333,
MASTER_00155,1878,NS 12,"Kingsmill, T. W.","Kingsmill, T. W.",Literature,Literature and Language,Literature,"religion, literature and language","religion, literature and language",literature,"The Ancient language and cult of the Chows ; critical and exegetical notes on the "" Shi- king """,1878,1878,,1878-1887,3,3,0.333333333333333,
MASTER_00155,1878,NS 12,"Kingsmill, T. W.","Kingsmill, T. W.",Language and languages,Literature and Language,Language and languages,"religion, literature and language","religion, literature and language",language,"The Ancient language and cult of the Chows ; critical and exegetical notes on the "" Shi- king """,1878,1878,,1878-1887,3,3,0.333333333333333,LCSH standard form
MASTER_00156,1878,NS 12,"Fritsche, H.","Fritsche, H.",Meteorology,Natural Sciences,Meteorology,meteorology,meteorology,meteorology,The Climate of Eastern Asia,1878,1878,,1878-1887,1,1,1.0,
MASTER_00157,1879,NS 13,"Fauvel, A. A.","Fauvel, A. A.",Zoology,Natural Sciences,Zoology,zoology,zoology,zoology,Alligators in China *,1879,1879,,1878-1887,1,1,1.0,
MASTER_00158,1879,NS 13,"Schulze, F. W.","Schulze, F. W.",Meteorology,Natural Sciences,Meteorology,meteorology,meteorology,meteorology,Periodical change of terrestrial magnetism *,1879,1879,,1878-1887,1,1,1.0,
MASTER_00159,1879,NS 13,"Mollendorf, P. G. von","Mollendorf, P. G. von",Law,"Politics, Government, and Law",Law,law and social customs,law and social customs,law,The Family law of the Chinese and its comparative relations with that of other nations,1879,1879,,1878-1887,2,2,0.5,
MASTER_00159,1879,NS 13,"Mollendorf, P. G. von","Mollendorf, P. G. von",Manners and customs,Anthropology and Social Customs,Manners and customs,law and social customs,law and social customs,social customs,The Family law of the Chinese and its comparative relations with that of other nations,1879,1879,,1878-1887,2,2,0.5,LCSH standard form
MASTER_00160,1879,NS 13,"Kingsmill, T. W.","Kingsmill, T. W.",Biography,History and Chronology,Biography,biographical history and individuals of history,biographical history and individuals of history,biographical history,"The story of Shun, the Emperor",1879,1879,"Shun, <U+821C>",1878-1887,1,1,1.0,
MASTER_00161,1879,NS 14,"Kingsmill, T. W.","Kingsmill, T. W.",History,History and Chronology,History,history,history,history,The Intercourse of China with Central and Western Asia in the Second Century B.C.,1879,1879,,1878-1887,1,1,1.0,
MASTER_00162,1879,NS 14,"Rhein, J.","Rhein, J.",Inscriptions,Inscriptions and Miscellaneous,Inscriptions,inscriptions,inscriptions,inscriptions,Rock inscriptions at the north side of Yentai Hill *,1879,1879,"YENTAI HILL, Yantai Hill, <U+70DF><U+53F0><U+5C71>",1878-1887,1,1,1.0,Reviewed category: inscriptions
MASTER_00163,1879,NS 14,"Haas, J.","Haas, J.",Numismatics,Arts and Archaeology,Numismatics,coinage,coinage,coinage,Siamese coinage *,1879,1879,,1878-1887,1,1,1.0,LCSH standard form
MASTER_00164,1880,NS 15,"Bretschneider, E.","Bretschneider, E.",Botany,Natural Sciences,Botany,botany,botany,botany,Early European researches into the flora of China,1880,1880,,1878-1887,1,1,1.0,
MASTER_00165,1880,NS 15,"Bushell, S. W.","Bushell, S. W.",Numismatics,Arts and Archaeology,Numismatics,coinage,coinage,coinage,Coins of the present dynasty of China *,1880,1880,,1878-1887,1,1,1.0,LCSH standard form
MASTER_00166,1880,NS 15,"Balfour, F. H.","Balfour, F. H.",Philosophy,Religion and Philosophy,Philosophy,philosophy,philosophy,philosophy,"The "" Naturalistic "" philosophy of China",1880,1880,,1878-1887,1,1,1.0,
MASTER_00167,1881,NS 16,"Guppy, H. B.","Guppy, H. B.",Hydrology,Natural Sciences,Hydrology,hydrology,hydrology,hydrology,"Notes on the hydrology of the Yang - tse, the Yellow River, and the Pei - ho *",1881,1881,,1878-1887,1,1,1.0,
MASTER_00168,1881,NS 16,"Guppy, H. B.","Guppy, H. B.",Geology,Natural Sciences,Geology,geology,geology,geology,"Some notes on the geology of Takow, Formosa",1881,1881,,1878-1887,1,1,1.0,
MASTER_00169,1881,NS 16,,,Botany,Natural Sciences,Botany,botany,botany,botany,"Botanicon Sinicum Part I. Notes on Chinese botany, from native and Western sources",1881,1881,,1878-1887,1,1,1.0,
MASTER_00170,1881,NS 16,"Dechevrens, Le P. M.","Dechevrens, Le P. M.",Meteorology,Natural Sciences,Meteorology,meteorology,meteorology,meteorology,"The Climate of Shanghai, its meteorological conditions",1881,1881,,1878-1887,1,1,1.0,
MASTER_00171,1882,NS 17,"Giles, H. A.","Giles, H. A.",Language and languages,Literature and Language,Language and languages,literature and language,literature and language,literature and language,Notes on Chinese composition,1882,1882,,1878-1887,1,1,1.0,Protected compound mapped to LCSH language term
MASTER_00172,1882,NS 17,"Guppy, H. B.","Guppy, H. B.",Geology,Natural Sciences,Geology,geology,geology,geology,On the geology of the neighbourhood of Nagasaki,1882,1882,,1878-1887,1,1,1.0,
MASTER_00173,1882,NS 17,"Anderson, G. C.","Anderson, G. C.",Travel,Geography and Travel,Travel,travel and general descriptions,travel and general descriptions,travel,Notes on the south coast of Saghalien,1882,1882,"SAGHALIEN, Sakhalin, <U+5E93><U+9875><U+5C9B>/<U+8428><U+54C8><U+6797><U+5C9B>",1878-1887,1,1,1.0,
MASTER_00174,1882,NS 17,"Toda, E.","Toda, E.",Numismatics,Arts and Archaeology,Numismatics,coinage,coinage,coinage,Annam and its minor currency,1882,1882,,1878-1887,1,1,1.0,LCSH standard form
MASTER_00175,1882,NS 17,"Hirth, F.","Hirth, F.",Government,"Politics, Government, and Law",Government,"government, political economy and political theory","government, political economy and political theory",government,The Hoppo - book of 1753,1882,1882,,1878-1887,3,3,0.333333333333333,
MASTER_00175,1882,NS 17,"Hirth, F.","Hirth, F.",Economics,"Economy, Trade, and Technology",Economics,"government, political economy and political theory","government, political economy and political theory",political economy,The Hoppo - book of 1753,1882,1882,,1878-1887,3,3,0.333333333333333,User-reviewed category
MASTER_00175,1882,NS 17,"Hirth, F.","Hirth, F.",Political science--Philosophy,"Politics, Government, and Law",Political science--Philosophy,"government, political economy and political theory","government, political economy and political theory",political theory,The Hoppo - book of 1753,1882,1882,,1878-1887,3,3,0.333333333333333,LCSH-style subdivision
MASTER_00176,1883,NS 18,"Edkins, J.","Edkins, J.",History,History and Chronology,History,history,history,history,What did the ancient Chinese know of the Greeks and Romans,1883,1883,,1878-1887,1,1,1.0,
MASTER_00177,1883,NS 18,"Scherzer, F., trans. Gould, C.","Scherzer, F., trans. Gould, C.",Manners and customs,Anthropology and Social Customs,Manners and customs,social customs,social customs,social customs,Corea,1883,1883,,1878-1887,1,1,1.0,LCSH standard form
MASTER_00178,1883,NS 18,"Kleinwachter, G.","Kleinwachter, G.",Geology,Natural Sciences,Geology,geology,geology,geology,Researches into the geology of Formosa *,1883,1883,,1878-1887,1,1,1.0,
MASTER_00179,1883,NS 18,"Imbault - Huart, C.","Imbault-Huart, C.",Travel,Geography and Travel,Travel,travel and general descriptions,travel and general descriptions,travel,Fragmens d'un voyage dans l'interieur de la Chine,1883,1883,,1878-1887,1,1,1.0,
MASTER_00180,1883,NS 18,"Morrison, G. J.","Morrison, G. J.",Travel,Geography and Travel,Travel,travel and general descriptions,travel and general descriptions,travel,"Some notes of a trip to Corea, in July and August, 1883",1883,1883,,1878-1887,1,1,1.0,
MASTER_00181,1883,NS 18,"Guppy, H. B.","Guppy, H. B.",Geology,Natural Sciences,Geology,geology,geology,geology,Notes on some dikes at the mouth of the Nankow pass *,1883,1883,,1878-1887,1,1,1.0,
MASTER_00182,1883,NS 18,"Guppy, H. B.","Guppy, H. B.",Agriculture,Natural Sciences,Agriculture,"agriculture, industry, and trade","agriculture, industry, and trade",agriculture,Samshu - brewing in North China,1883,1883,,1878-1887,3,3,0.333333333333333,
MASTER_00182,1883,NS 18,"Guppy, H. B.","Guppy, H. B.",Industries,"Economy, Trade, and Technology",Industries,"agriculture, industry, and trade","agriculture, industry, and trade",industry,Samshu - brewing in North China,1883,1883,,1878-1887,3,3,0.333333333333333,LCSH standard form
MASTER_00182,1883,NS 18,"Guppy, H. B.","Guppy, H. B.",Commerce,"Economy, Trade, and Technology",Commerce,"agriculture, industry, and trade","agriculture, industry, and trade",trade,Samshu - brewing in North China,1883,1883,,1878-1887,3,3,0.333333333333333,LCSH standard form
MASTER_00183,1883,NS 18,"Little, A. J.","Little, A. J.",Travel,Geography and Travel,Travel,travel and general descriptions,travel and general descriptions,travel,Notes on Szechuen and the Yangtse valley,1883,1883,"SZECHUEN, Sichuan, <U+56DB><U+5DDD><U+7701>; YANGTSE, Yangtzi River, <U+957F><U+6C5F>",1878-1887,1,1,1.0,
MASTER_00184,1884,NS 19 Part 1,"Gardener, C. T.","Gardener, C. T.",Zoology,Natural Sciences,Zoology,"zoology, botany, and geology","zoology, botany, and geology",zoology,"Animal, fossil, mineral and vegetable products of the consular district of Ichang",1884,1884,,1878-1887,3,3,0.333333333333333,
MASTER_00184,1884,NS 19 Part 1,"Gardener, C. T.","Gardener, C. T.",Botany,Natural Sciences,Botany,"zoology, botany, and geology","zoology, botany, and geology",botany,"Animal, fossil, mineral and vegetable products of the consular district of Ichang",1884,1884,,1878-1887,3,3,0.333333333333333,
MASTER_00184,1884,NS 19 Part 1,"Gardener, C. T.","Gardener, C. T.",Geology,Natural Sciences,Geology,"zoology, botany, and geology","zoology, botany, and geology",geology,"Animal, fossil, mineral and vegetable products of the consular district of Ichang",1884,1884,,1878-1887,3,3,0.333333333333333,
MASTER_00185,1884,NS 19 Part 1,"Parker, E. H.","Parker, E. H.",Travel,Geography and Travel,Travel,travel and general descriptions,travel and general descriptions,travel,"Journey in Chekiang, A",1884,1884,,1878-1887,1,1,1.0,
MASTER_00186,1884,NS 19 Part 1,"Parker, E. H.","Parker, E. H.",Travel,Geography and Travel,Travel,travel and general descriptions,travel and general descriptions,travel,"Journey in Fukien, A *",1884,1884,,1878-1887,1,1,1.0,
MASTER_00187,1884,NS 19 Part 1,"Parker, E. H.","Parker, E. H.",Travel,Geography and Travel,Travel,travel and general descriptions,travel and general descriptions,travel,"Journey from Foochow to Wenchow, through Central Fukien, A",1884,1884,"FOOCHOW, Fuzhou, <U+798F><U+5DDE><U+5E02>; W?NCHOW, Wenzhou, <U+6E29><U+5DDE><U+5E02>; FUKIEN. Fujian Province, <U+798F><U+5EFA><U+7701>",1878-1887,1,1,1.0,
MASTER_00188,1884,NS 19 Part 1,"Moule, G. E.","Moule, G. E.",Buddhism,Religion and Philosophy,Buddhism,Buddhism,buddhism,buddhism,"Buddist sheet - tract, containing an apologue of human life, A *",1884,1884,,1878-1887,1,1,1.0,
MASTER_00189,1884,NS 19 Part 1,"Hosie, A.","Hosie, A.",Telecommunication,"Economy, Trade, and Technology",Telecommunication,communications,communications,communications,Trade routes to Western China,1884,1884,,1878-1887,1,1,1.0,LCSH standard form
MASTER_00190,1884,NS 19 Part 2,"Imbault - Huart, C.","Imbault-Huart, C.",Language and languages,Literature and Language,Language and languages,literature and language,literature and language,literature and language,"Poete Chinois du XVIIIe siecle, Yuan Tseu - ts ' ai, sa vie et ses oeuvres, Un",1884,1884,,1878-1887,1,1,1.0,Protected compound mapped to LCSH language term
MASTER_00191,1884,NS 19 Part 2,"Kingsmill, T. W.","Kingsmill, T. W.",Ethnology,Anthropology and Social Customs,Ethnology,"ethnology, anthropology and geography","ethnology, anthropology and geography",ethnology,"Serica of Ptolemy and its inhabitants, The",1884,1884,,1878-1887,3,3,0.333333333333333,
MASTER_00191,1884,NS 19 Part 2,"Kingsmill, T. W.","Kingsmill, T. W.",Anthropology,Anthropology and Social Customs,Anthropology,"ethnology, anthropology and geography","ethnology, anthropology and geography",anthropology,"Serica of Ptolemy and its inhabitants, The",1884,1884,,1878-1887,3,3,0.333333333333333,
MASTER_00191,1884,NS 19 Part 2,"Kingsmill, T. W.","Kingsmill, T. W.",Geography,Geography and Travel,Geography,"ethnology, anthropology and geography","ethnology, anthropology and geography",geography,"Serica of Ptolemy and its inhabitants, The",1884,1884,,1878-1887,3,3,0.333333333333333,
MASTER_00192,1885,NS 20,,,Language and languages,Literature and Language,Language and languages,literature and language,literature and language,literature and language,Chinese theatricals and theatrical plots,1885,1885,,1878-1887,1,1,1.0,Protected compound mapped to LCSH language term
MASTER_00193,1885,NS 20,"H., F.","H., F.",Language and languages,Literature and Language,Language and languages,literature and language,literature and language,literature and language,"Derivation of the German word "" huhnerauger """,1885,1885,,1878-1887,1,1,1.0,Protected compound mapped to LCSH language term
MASTER_00194,1885,NS 20,"Giles, H. A.","Giles, H. A.",Language and languages,Literature and Language,Language and languages,literature and language,literature and language,literature and language,"The Hung Lou M<U+00EA>ng, commonly called <U+201C> The Dream of the Red Chamber """,1885,1885,"THE HUNG LOU M?NG, Hong Lou Meng, Dream of the Red Chamber, <U+7EA2><U+697C><U+68A6>",1878-1887,1,1,1.0,Protected compound mapped to LCSH language term
MASTER_00195,1885,NS 20,,,Manners and customs,Anthropology and Social Customs,Manners and customs,social customs,social customs,social customs,The Prevalence of infanticide in China,1885,1885,,1878-1887,1,1,1.0,LCSH standard form
MASTER_00196,1885,NS 20,"Playfair, G. M. H.","Playfair, G. M. H.",Geography,Geography and Travel,Geography,geography,geography,geography,The Mystery of Ta - ts ' in,1885,1885,,1878-1887,1,1,1.0,
MASTER_00197,1885,NS 20,"T., C. B.",T. C. B.,Language and languages,Literature and Language,Language and languages,literature and language,literature and language,literature and language,"How snow inspired verse, and a rash order made the flowers bloom ("" Ching - hua- yuan, Chapter IV)",1885,1885,,1878-1887,1,1,1.0,Protected compound mapped to LCSH language term
MASTER_00198,1885,NS 20,,,Manners and customs,Anthropology and Social Customs,Manners and customs,social customs,social customs,social customs,What is filial piety ?,1885,1885,,1878-1887,1,1,1.0,LCSH standard form
MASTER_00199,1885,NS 20,"Nocentini, L.","Nocentini, L.",Language and languages,Literature and Language,Language and languages,literature and language,literature and language,literature and language,Sinology in Italy,1885,1885,,1878-1887,1,1,1.0,Protected compound mapped to LCSH language term
MASTER_00200,1885,NS 20,"Hirth, F.","Hirth, F.",Agriculture,Natural Sciences,Agriculture,"agriculture, industry, and trade","agriculture, industry, and trade",agriculture,Western appliances in the Chinese printing industry,1885,1885,,1878-1887,3,3,0.333333333333333,
MASTER_00200,1885,NS 20,"Hirth, F.","Hirth, F.",Industries,"Economy, Trade, and Technology",Industries,"agriculture, industry, and trade","agriculture, industry, and trade",industry,Western appliances in the Chinese printing industry,1885,1885,,1878-1887,3,3,0.333333333333333,LCSH standard form
MASTER_00200,1885,NS 20,"Hirth, F.","Hirth, F.",Commerce,"Economy, Trade, and Technology",Commerce,"agriculture, industry, and trade","agriculture, industry, and trade",trade,Western appliances in the Chinese printing industry,1885,1885,,1878-1887,3,3,0.333333333333333,LCSH standard form
MASTER_00201,1885,NS 20,,,Literature,Literature and Language,Literature,Literature; History,literature; history,literature,Chinese Theatricals and Theatrical Plots,1885,1885,,1878-1887,2,2,0.5,
MASTER_00201,1885,NS 20,,,History,History and Chronology,History,Literature; History,literature; history,history,Chinese Theatricals and Theatrical Plots,1885,1885,,1878-1887,2,2,0.5,
MASTER_00202,1885,NS 20,"Phillips, G.","Phillips, G.",Geography,Geography and Travel,Geography,"geography, navigation and travel","geography, navigation and travel",geography,The Seaports of India and Ceylon,1885,1885,,1878-1887,3,3,0.333333333333333,
MASTER_00202,1885,NS 20,"Phillips, G.","Phillips, G.",Navigation,Geography and Travel,Navigation,"geography, navigation and travel","geography, navigation and travel",navigation,The Seaports of India and Ceylon,1885,1885,,1878-1887,3,3,0.333333333333333,
MASTER_00202,1885,NS 20,"Phillips, G.","Phillips, G.",Travel,Geography and Travel,Travel,"geography, navigation and travel","geography, navigation and travel",travel,The Seaports of India and Ceylon,1885,1885,,1878-1887,3,3,0.333333333333333,
MASTER_00203,1885,NS 20,"Gabelentz, G. von der","Gabelentz, G. von der",Language and languages,Literature and Language,Language and languages,literature and language,literature and language,literature and language,Some additions to my Chinese grammar,1885,1885,,1878-1887,1,1,1.0,Protected compound mapped to LCSH language term
MASTER_00204,1886,NS 21,,,Language and languages,Literature and Language,Language and languages,literature and language,literature and language,literature and language,"The Advisability, or the reverse, of endeavoring to convey Western knowledge to the Chinese through the medium of their own language",1886,1886,,1878-1887,1,1,1.0,Protected compound mapped to LCSH language term
MASTER_00205,1886,NS 21,"Macgowan, D. J.","Macgowan, D. J.",Language and languages,Literature and Language,Language and languages,literature and language,literature and language,literature and language,Histrionic notes,1886,1886,,1878-1887,1,1,1.0,Protected compound mapped to LCSH language term
MASTER_00206,1886,NS 21,"Phillips, G.","Phillips, G.",Geography,Geography and Travel,Geography,"geography, navigation and travel","geography, navigation and travel",geography,"Seaports of India and Ceylon, as described by Chinese voyagers of the 15th Century, together with an account of Chinese navigation, The ; Part II *",1886,1886,,1878-1887,3,3,0.333333333333333,
MASTER_00206,1886,NS 21,"Phillips, G.","Phillips, G.",Navigation,Geography and Travel,Navigation,"geography, navigation and travel","geography, navigation and travel",navigation,"Seaports of India and Ceylon, as described by Chinese voyagers of the 15th Century, together with an account of Chinese navigation, The ; Part II *",1886,1886,,1878-1887,3,3,0.333333333333333,
MASTER_00206,1886,NS 21,"Phillips, G.","Phillips, G.",Travel,Geography and Travel,Travel,"geography, navigation and travel","geography, navigation and travel",travel,"Seaports of India and Ceylon, as described by Chinese voyagers of the 15th Century, together with an account of Chinese navigation, The ; Part II *",1886,1886,,1878-1887,3,3,0.333333333333333,
MASTER_00207,1886,NS 21,"Macintyre, J.","Macintyre, J.",Religion,Religion and Philosophy,Religion,religion,religion,religion,Roadside religion in Manchuria,1886,1886,,1878-1887,1,1,1.0,
