time_window,bigram,term_count,article_count,share
1878-1887,neighbourhood nagasaki,1,1,0.00425531914893617
1878-1887,south coast,1,1,0.00425531914893617
1878-1887,coast saghalien,1,1,0.00425531914893617
1878-1887,annam minor,1,1,0.00425531914893617
1878-1887,minor currency,1,1,0.00425531914893617
1878-1887,hoppo book,1,1,0.00425531914893617
1878-1887,what did,1,1,0.00425531914893617
1878-1887,did ancient,1,1,0.00425531914893617
1878-1887,ancient know,1,1,0.00425531914893617
1878-1887,know greeks,1,1,0.00425531914893617
1878-1887,greeks romans,1,1,0.00425531914893617
1878-1887,researches geology,1,1,0.00425531914893617
1878-1887,geology formosa,1,1,0.00425531914893617
1878-1887,fragmens d'un,1,1,0.00425531914893617
1878-1887,d'un voyage,1,1,0.00425531914893617
1878-1887,voyage dans,1,1,0.00425531914893617
1878-1887,dans l'interieur,1,1,0.00425531914893617
1878-1887,l'interieur chine,1,1,0.00425531914893617
1878-1887,trip corea,1,1,0.00425531914893617
1878-1887,corea july,1,1,0.00425531914893617
1878-1887,july august,1,1,0.00425531914893617
1878-1887,dikes mouth,1,1,0.00425531914893617
1878-1887,mouth nankow,1,1,0.00425531914893617
1878-1887,nankow pass,1,1,0.00425531914893617
1878-1887,samshu brewing,1,1,0.00425531914893617
1878-1887,brewing north,1,1,0.00425531914893617
1878-1887,szechuen yangtse,1,1,0.00425531914893617
1878-1887,yangtse valley,1,1,0.00425531914893617
1878-1887,animal fossil,1,1,0.00425531914893617
1878-1887,fossil mineral,1,1,0.00425531914893617
1878-1887,mineral vegetable,1,1,0.00425531914893617
1878-1887,vegetable products,1,1,0.00425531914893617
1878-1887,products consular,1,1,0.00425531914893617
1878-1887,consular district,1,1,0.00425531914893617
1878-1887,district ichang,1,1,0.00425531914893617
1878-1887,journey chekiang,1,1,0.00425531914893617
1878-1887,journey fukien,1,1,0.00425531914893617
1878-1887,journey foochow,1,1,0.00425531914893617
1878-1887,foochow wenchow,1,1,0.00425531914893617
1878-1887,wenchow central,1,1,0.00425531914893617
1878-1887,central fukien,1,1,0.00425531914893617
1878-1887,buddist sheet,1,1,0.00425531914893617
1878-1887,sheet tract,1,1,0.00425531914893617
1878-1887,tract containing,1,1,0.00425531914893617
1878-1887,containing apologue,1,1,0.00425531914893617
1878-1887,apologue human,1,1,0.00425531914893617
1878-1887,human life,1,1,0.00425531914893617
1878-1887,trade routes,1,1,0.00425531914893617
1878-1887,routes western,1,1,0.00425531914893617
1878-1887,poete chinois,1,1,0.00425531914893617
1878-1887,chinois xviiie,1,1,0.00425531914893617
1878-1887,xviiie siecle,1,1,0.00425531914893617
1878-1887,siecle yuan,1,1,0.00425531914893617
1878-1887,yuan tseu,1,1,0.00425531914893617
1878-1887,tseu vie,1,1,0.00425531914893617
1878-1887,vie ses,1,1,0.00425531914893617
1878-1887,ses oeuvres,1,1,0.00425531914893617
1878-1887,serica ptolemy,1,1,0.00425531914893617
1878-1887,ptolemy inhabitants,1,1,0.00425531914893617
1878-1887,derivation german,1,1,0.00425531914893617
1878-1887,german word,1,1,0.00425531914893617
1878-1887,word huhnerauger,1,1,0.00425531914893617
1878-1887,hung lou,1,1,0.00425531914893617
1878-1887,lou commonly,1,1,0.00425531914893617
1878-1887,commonly called,1,1,0.00425531914893617
1878-1887,called dream,1,1,0.00425531914893617
1878-1887,dream red,1,1,0.00425531914893617
1878-1887,red chamber,1,1,0.00425531914893617
1878-1887,prevalence infanticide,1,1,0.00425531914893617
1878-1887,how snow,1,1,0.00425531914893617
1878-1887,snow inspired,1,1,0.00425531914893617
1878-1887,inspired verse,1,1,0.00425531914893617
1878-1887,verse rash,1,1,0.00425531914893617
1878-1887,rash order,1,1,0.00425531914893617
1878-1887,order made,1,1,0.00425531914893617
1878-1887,made flowers,1,1,0.00425531914893617
1878-1887,flowers bloom,1,1,0.00425531914893617
1878-1887,bloom ching,1,1,0.00425531914893617
1878-1887,ching hua,1,1,0.00425531914893617
1878-1887,hua yuan,1,1,0.00425531914893617
1878-1887,what filial,1,1,0.00425531914893617
1878-1887,filial piety,1,1,0.00425531914893617
1878-1887,sinology italy,1,1,0.00425531914893617
1878-1887,western appliances,1,1,0.00425531914893617
1878-1887,appliances printing,1,1,0.00425531914893617
1878-1887,printing industry,1,1,0.00425531914893617
1878-1887,additions grammar,1,1,0.00425531914893617
1878-1887,advisability reverse,1,1,0.00425531914893617
1878-1887,reverse endeavoring,1,1,0.00425531914893617
1878-1887,endeavoring convey,1,1,0.00425531914893617
1878-1887,convey western,1,1,0.00425531914893617
1878-1887,western knowledge,1,1,0.00425531914893617
1878-1887,knowledge medium,1,1,0.00425531914893617
1878-1887,medium own,1,1,0.00425531914893617
1878-1887,own language,1,1,0.00425531914893617
1878-1887,ceylon described,1,1,0.00425531914893617
1878-1887,described voyagers,1,1,0.00425531914893617
1878-1887,voyagers century,1,1,0.00425531914893617
1878-1887,century together,1,1,0.00425531914893617
1878-1887,together navigation,1,1,0.00425531914893617
1878-1887,roadside religion,1,1,0.00425531914893617
1878-1887,religion manchuria,1,1,0.00425531914893617
1878-1887,alphabetical list,1,1,0.00425531914893617
1878-1887,list dynastic,1,1,0.00425531914893617
1878-1887,dynastic reign,1,1,0.00425531914893617
1878-1887,reign titles,1,1,0.00425531914893617
1878-1887,titles emperors,1,1,0.00425531914893617
1878-1887,allen where,1,1,0.00425531914893617
1878-1887,guilds chambers,1,1,0.00425531914893617
1878-1887,chambers commerce,1,1,0.00425531914893617
1878-1887,commerce trades,1,1,0.00425531914893617
1878-1887,trades unions,1,1,0.00425531914893617
1878-1887,confucius myth,1,1,0.00425531914893617
1878-1887,philological importance,1,1,0.00425531914893617
1878-1887,importance geographical,1,1,0.00425531914893617
1878-1887,geographical terms,1,1,0.00425531914893617
1878-1887,terms shi,1,1,0.00425531914893617
1878-1887,allen dependent,1,1,0.00425531914893617
1878-1887,equivalents foreign,1,1,0.00425531914893617
1878-1887,foreign names,1,1,0.00425531914893617
1878-1887,family names,1,1,0.00425531914893617
1878-1887,manchu relations,1,1,0.00425531914893617
1878-1887,relations tibet,1,1,0.00425531914893617
1878-1887,tibet tsang,1,1,0.00425531914893617
1878-1887,defense trans,1,1,0.00425531914893617
1878-1887,trans passage,1,1,0.00425531914893617
1878-1887,passage tsochwan,1,1,0.00425531914893617
1878-1887,folk lore,1,1,0.00425531914893617
1878-1887,pen meng,1,1,0.00425531914893617
1878-1887,meng ch'uan,1,1,0.00425531914893617
1878-1887,military organization,1,1,0.00425531914893617
1878-1887,organization prior,1,1,0.00425531914893617
1878-1887,prior described,1,1,0.00425531914893617
1878-1887,described wei,1,1,0.00425531914893617
1878-1887,wei yuan,1,1,0.00425531914893617
1878-1887,mineral resources,1,1,0.00425531914893617
1878-1887,resources eastern,1,1,0.00425531914893617
1878-1887,eastern shantung,1,1,0.00425531914893617
1878-1887,partnerships liability,1,1,0.00425531914893617
1878-1887,liability individual,1,1,0.00425531914893617
1878-1887,individual members,1,1,0.00425531914893617
1878-1887,early history,1,1,0.00425531914893617
1878-1887,history salt,1,1,0.00425531914893617
1878-1887,salt monopoly,1,1,0.00425531914893617
1878-1887,salt revenue,1,1,0.00425531914893617
1878-1887,production salt,1,1,0.00425531914893617
1878-1887,names sovereigns,1,1,0.00425531914893617
1878-1887,sovereigns corean,1,1,0.00425531914893617
1878-1887,corean states,1,1,0.00425531914893617
1878-1887,states etc,1,1,0.00425531914893617
1878-1887,ancient porcelain,1,1,0.00425531914893617
1878-1887,porcelain study,1,1,0.00425531914893617
1878-1887,study mediaeval,1,1,0.00425531914893617
1878-1887,mediaeval industry,1,1,0.00425531914893617
1878-1887,industry trade,1,1,0.00425531914893617
1878-1887,oriental college,1,1,0.00425531914893617
1878-1887,works regarding,1,1,0.00425531914893617
1878-1887,regarding writing,1,1,0.00425531914893617
1878-1887,writing chih,1,1,0.00425531914893617
1878-1887,chih kitan,1,1,0.00425531914893617
1878-1887,kitan tartars,1,1,0.00425531914893617
1878-1887,names plants,1,1,0.00425531914893617
1888-1897,botanicon sinicum,4,4,0.031007751937984496
1888-1897,sinicum botany,2,2,0.015503875968992248
1888-1897,botany native,2,2,0.015503875968992248
1888-1897,native western,2,2,0.015503875968992248
1888-1897,western sources,2,2,0.015503875968992248
1888-1897,voyage l'ambassade,2,2,0.015503875968992248
1888-1897,l'ambassade hollandaise,2,2,0.015503875968992248
1888-1897,hollandaise travers,2,2,0.015503875968992248
1888-1897,travers province,2,2,0.015503875968992248
1888-1897,province canton,2,2,0.015503875968992248
1888-1897,financial capacity,2,2,0.015503875968992248
1888-1897,hsi hsia,2,2,0.015503875968992248
1888-1897,hsia dynasty,2,2,0.015503875968992248
1888-1897,dynasty tangut,2,2,0.015503875968992248
1888-1897,tangut money,2,2,0.015503875968992248
1888-1897,money peculiar,2,2,0.015503875968992248
1888-1897,peculiar script,2,2,0.015503875968992248
1888-1897,manchu ukase,2,2,0.015503875968992248
1888-1897,corean monument,1,1,0.007751937984496124
1888-1897,monument manchu,1,1,0.007751937984496124
1888-1897,manchu clemency,1,1,0.007751937984496124
1888-1897,guide true,1,1,0.007751937984496124
1888-1897,true vacuity,1,1,0.007751937984496124
1888-1897,changchow capital,1,1,0.007751937984496124
1888-1897,capital funkien,1,1,0.007751937984496124
1888-1897,funkien mongol,1,1,0.007751937984496124
1888-1897,mongol times,1,1,0.007751937984496124
1888-1897,porcelain pagoda,1,1,0.007751937984496124
1888-1897,pagoda nanking,1,1,0.007751937984496124
1888-1897,tenure land,1,1,0.007751937984496124
1888-1897,land condition,1,1,0.007751937984496124
1888-1897,condition rural,1,1,0.007751937984496124
1888-1897,rural population,1,1,0.007751937984496124
1888-1897,bore tsien,1,1,0.007751937984496124
1888-1897,tsien tang,1,1,0.007751937984496124
1888-1897,tang kiang,1,1,0.007751937984496124
1888-1897,kiang hang,1,1,0.007751937984496124
1888-1897,hang chau,1,1,0.007751937984496124
1888-1897,chau bay,1,1,0.007751937984496124
1888-1897,essay manchu,1,1,0.007751937984496124
1888-1897,manchu literature,1,1,0.007751937984496124
1888-1897,currency measures,1,1,0.007751937984496124
1888-1897,tent theory,1,1,0.007751937984496124
1888-1897,theory architecture,1,1,0.007751937984496124
1888-1897,comparative longevity,1,1,0.007751937984496124
1888-1897,longevity males,1,1,0.007751937984496124
1888-1897,males females,1,1,0.007751937984496124
1888-1897,females japan,1,1,0.007751937984496124
1888-1897,sources corrigenda,1,1,0.007751937984496124
1888-1897,corrigenda addenda,1,1,0.007751937984496124
1888-1897,general botanicon,1,1,0.007751937984496124
1888-1897,fish skin,1,1,0.007751937984496124
1888-1897,skin tartars,1,1,0.007751937984496124
1888-1897,comparative table,1,1,0.007751937984496124
1888-1897,table ancient,1,1,0.007751937984496124
1888-1897,ancient lunar,1,1,0.007751937984496124
1888-1897,lunar asterisms,1,1,0.007751937984496124
1888-1897,militant spirit,1,1,0.007751937984496124
1888-1897,spirit buddhist,1,1,0.007751937984496124
