left_model,left_K,left_topic_id,right_model,right_K,right_topic_id,jaccard_top_words,overlapping_words
lda,10,6,lda,15,14,0.9047619047619048,autres; aux; bien; cette; chine; deux; dont; fut; lui; ne; nom; on; ont; plus; qu; se; un; une; était
stm,25,15,stm,30,15,0.9,explains; family; flowers; fruit; hai_king; infra; jap; king; leaves; plant; shan_hai; shi; shi_king; shu; shuo_wen; supra; synonym; tree
stm,20,10,stm,30,10,0.8947368421052632,central_western; central_western_asia; century; chap; city; emperor; khan; mongol; mongols; polo; rashid; river; shi; tom; uigurs; yuan; yuan_shi
stm,10,2,stm,15,2,0.8947368421052632,amoor; annual; asia; eastern; eastern_asia; latitude; magnetic; magnetism; mean; nerchinsk; observations; peking; sea; table; temperature; vapour; victoria
stm,10,2,stm,20,2,0.8947368421052632,amoor; annual; asia; continent; eastern; eastern_asia; magnetic; magnetism; mean; nerchinsk; observations; peking; sea; table; temperature; vapour; victoria
stm,25,1,stm,30,1,0.8823529411764706,apricot; breadth; district; fruits; harbin; length; length_breadth; manchuria; north_manchuria; plum; poppy; rice; skvortzow; var; variety
stm,20,9,stm,30,9,0.8421052631578947,bank; bore; channel; city; feet; gorge; hills; island; journey; keang; left_bank; mile; miles; right_bank; river; stream
stm,25,22,stm,30,22,0.8235294117647058,buriats; complex; goldi; groups; language; manchuria; manchus; northern; reindeer; river; russian; shaman; shamanism; tungus
nmf,10,7,nmf,25,7,0.8181818181818182,british; canton; country; emperor; events; foreign; foreigners; government; japan; japanese; mr; nagasaki; peking; people; retrospect; treaty; year; yedo
nmf,12,3,nmf,25,3,0.8181818181818182,ai; ang; ch; dynasty; emperor; han; huang; ien; ing; lu; shih; sung; ts; tsung; wang; wu; yu; yuan
nmf,12,3,nmf,30,7,0.8181818181818182,ai; ang; ch; dynasty; emperor; han; huang; ien; ing; lu; shih; sung; ts; tsung; wang; wu; yu; yuan
nmf,12,1,nmf,8,1,0.8181818181818182,bank; canal; channel; city; coal; feet; hills; island; level; limestone; miles; north; plain; river; sea; south; stream; water
nmf,10,2,nmf,12,2,0.8181818181818182,book; books; collection; de; dr; esq; giles; journal; la; library; members; mr; notes; reviews; shanghai; society; work; works
nmf,15,12,nmf,20,12,0.8181818181818182,apr; aug; dec; dip; feb; jan; july; june; magnetic; mean; meteorological; mm; observations; oct; sept; shanghai; temperature; year
nmf,20,3,nmf,30,7,0.8181818181818182,ai; ang; ch; dynasty; emperor; han; huang; ien; ing; lu; shih; sung; ts; tsung; wang; wu; yu; yuan
nmf,15,13,nmf,30,13,0.8181818181818182,au; dans; de; des; du; en; et; garnier; la; le; les; nous; pp; que; qui; sur; tong; vol
nmf,20,2,nmf,30,18,0.8181818181818182,book; books; collection; dr; esq; history; journal; library; members; mr; mrs; rev; reviews; shanghai; society; volume; work; works
nmf,20,3,nmf,25,3,0.8181818181818182,ai; ang; ch; dynasty; emperor; han; huang; ien; ing; lu; shih; sung; ts; tsung; wang; wu; yu; yuan
lda,10,2,lda,20,2,0.8181818181818182,annual; asia; aug; dec; eastern; jan; july; june; mean; mm; observations; oct; peking; sea; sept; table; temperature; year
nmf,20,9,nmf,30,9,0.8181818181818182,confucius; destiny; doctrine; heaven; life; love; man; men; mencius; nature; people; principle; said; tao; things; tsi; tzu; virtue
nmf,20,9,nmf,25,9,0.8181818181818182,confucius; destiny; doctrine; heaven; life; love; man; men; mencius; nature; people; principle; said; tao; things; tsi; tzu; virtue
corex_anchored,20,4,corex_unanchored,20,13,0.8181818181818182,au; chine; chinois; dans; de; der; des; et; iv; la; le; les; paris; qu; se; un; une; vol
lda,25,14,nmf,12,5,0.8181818181818182,après; autres; aux; bien; cette; chine; deux; dont; lui; ne; on; ont; plus; qu; se; un; une; était
lda,25,12,lda,30,12,0.8181818181818182,confucius; good; heaven; life; man; men; mind; nature; people; said; says; therefore; things; thus; tzu; way; without; world
nmf,20,7,nmf,25,7,0.8181818181818182,british; canton; country; emperor; events; foreign; foreigners; government; japan; japanese; mr; nagasaki; peking; people; retrospect; treaty; year; yedo
lda,10,2,lda,15,2,0.8181818181818182,annual; asia; aug; dec; eastern; jan; july; june; mean; mm; observations; oct; peking; sea; sept; table; temperature; year
nmf,25,13,nmf,30,13,0.8181818181818182,au; chine; dans; de; des; du; en; et; garnier; la; le; les; nous; que; qui; sur; tong; vol
nmf,25,3,nmf,8,3,0.8181818181818182,ai; ang; ch; dynasty; emperor; han; huang; ien; ing; lu; shih; sung; ts; tsung; wang; wu; yu; yuan
lda,10,6,lda,30,29,0.8181818181818182,aux; bien; cette; chine; deux; dont; fut; lui; ne; nom; on; ont; plus; qu; se; un; une; était
lda,15,7,lda,20,7,0.8181818181818182,ancient; called; century; ch; city; country; emperor; history; khan; mongol; mongols; name; see; shi; ta; west; western; yuan
nmf,30,7,nmf,8,3,0.8181818181818182,ai; ang; ch; dynasty; emperor; han; huang; ien; ing; lu; shih; sung; ts; tsung; wang; wu; yu; yuan
nmf,10,3,nmf,30,7,0.8181818181818182,ai; ang; ch; dynasty; emperor; han; huang; ien; ing; lu; shih; sung; ts; tsung; wang; wu; yu; yuan
nmf,15,3,nmf,30,7,0.8181818181818182,ai; ang; ch; dynasty; emperor; han; huang; ien; ing; lu; shih; sung; ts; tsung; wang; wu; yu; yuan
lda,25,14,nmf,20,5,0.8181818181818182,après; autres; aux; bien; cette; chine; deux; dont; lui; ne; on; ont; plus; qu; se; un; une; était
lda,25,14,nmf,15,5,0.8181818181818182,après; autres; aux; bien; cette; chine; deux; dont; lui; ne; on; ont; plus; qu; se; un; une; était
lda,25,14,nmf,10,5,0.8181818181818182,après; autres; aux; bien; cette; chine; deux; dont; lui; ne; on; ont; plus; qu; se; un; une; était
lda,25,14,nmf,25,5,0.8181818181818182,après; autres; aux; bien; cette; chine; deux; dont; lui; ne; on; ont; plus; qu; se; un; une; était
lda,25,14,nmf,30,5,0.8181818181818182,après; autres; aux; bien; cette; chine; deux; dont; lui; ne; on; ont; plus; qu; se; un; une; était
lda,25,14,nmf,8,5,0.8181818181818182,après; autres; aux; bien; cette; chine; deux; dont; lui; ne; on; ont; plus; qu; se; un; une; était
nmf,12,10,nmf,15,10,0.8181818181818182,ancient; art; artistic; bronze; bronzes; buddhist; culture; design; dynasty; figures; greek; human; painting; period; porcelain; pottery; used; work
nmf,15,14,nmf,30,14,0.8181818181818182,beds; carboniferous; coal; deg; formations; geology; hills; limestone; mines; per; rock; rocks; sandstone; sediments; shale; shan; strata; ton
lda,10,2,lda,12,2,0.8181818181818182,annual; asia; aug; dec; eastern; jan; july; june; mean; mm; observations; oct; peking; sea; sept; table; temperature; year
nmf,15,9,nmf,20,9,0.8181818181818182,confucius; destiny; doctrine; heaven; life; love; man; men; mencius; mind; nature; people; principle; tao; things; tsi; tzu; virtue
nmf,15,7,nmf,25,7,0.8181818181818182,british; canton; country; emperor; events; foreign; foreigners; government; japan; japanese; mr; nagasaki; peking; people; retrospect; treaty; year; yedo
nmf,15,7,nmf,8,2,0.8181818181818182,british; canton; country; emperor; events; foreign; foreigners; government; japan; japanese; mr; nagasaki; peking; people; retrospect; trade; treaty; year
nmf,12,9,nmf,20,9,0.8181818181818182,confucius; destiny; doctrine; heaven; life; love; man; men; mencius; mind; nature; people; principle; tao; things; tsi; tzu; virtue
nmf,20,14,nmf,30,14,0.8181818181818182,beds; carboniferous; coal; deg; formations; geology; hills; limestone; mines; per; rock; rocks; sandstone; sediments; shale; shan; strata; ton
nmf,20,16,nmf,25,0,0.8181818181818182,black; boat; day; fish; house; little; man; men; miao; people; rice; savages; small; us; village; water; white; women
nmf,10,3,nmf,25,3,0.8181818181818182,ai; ang; ch; dynasty; emperor; han; huang; ien; ing; lu; shih; sung; ts; tsung; wang; wu; yu; yuan
lda,12,6,lda,30,29,0.8181818181818182,aux; bien; cette; chine; deux; dont; fut; lui; ne; nom; on; ont; plus; qu; se; un; une; était
nmf,25,12,nmf,30,22,0.8181818181818182,apr; aug; dec; dip; feb; jan; july; june; magnetic; mean; mm; needle; observations; oct; sept; shanghai; temperature; variation
nmf,12,10,nmf,20,19,0.8181818181818182,ancient; art; artistic; bronze; bronzes; buddhist; culture; design; dynasty; figures; forms; greek; human; painting; period; porcelain; pottery; work
nmf,20,13,nmf,30,13,0.8181818181818182,au; chine; dans; de; des; du; en; et; garnier; la; le; les; nous; que; qui; sur; tong; vol
nmf,12,7,nmf,25,7,0.8181818181818182,british; canton; country; emperor; events; foreign; foreigners; government; japan; japanese; mr; nagasaki; peking; people; retrospect; treaty; year; yedo
stm,25,10,stm,30,10,0.8,century; chap; city; emperor; khan; mongol; mongols; polo; rashid; river; shi; tom; uigurs; western_asia; yuan; yuan_shi
stm,15,2,stm,25,2,0.8,amoor; annual; asia; eastern; eastern_asia; hourly; latitude; mean; nerchinsk; observations; peking; sea; table; temperature; vapour; victoria
stm,15,2,stm,20,2,0.8,amoor; annual; asia; eastern; eastern_asia; magnetic; magnetism; mean; nerchinsk; observations; peking; sea; table; temperature; vapour; victoria
stm,25,2,stm,30,2,0.8,amoor; annual; asia; diff; eastern; eastern_asia; hourly; mean; nerchinsk; observations; peking; sea; table; temperature; vapour; victoria
stm,25,9,stm,30,9,0.7894736842105263,bank; bore; channel; city; feet; gorge; hills; island; journey; left_bank; mile; miles; right_bank; river; stream
stm,20,10,stm,25,10,0.7894736842105263,century; chap; city; emperor; khan; mongol; mongols; polo; rashid; river; shi; tom; uigurs; yuan; yuan_shi
stm,20,15,stm,25,15,0.7727272727272727,family; flowers; fruit; hai_king; infra; jap; king; leaves; plant; shan_hai; shi; shi_king; shu; shuo_wen; supra; synonym; tree
stm,20,15,stm,30,15,0.7727272727272727,family; flowers; fruit; hai_king; infra; jap; king; leaves; plant; shan_hai; shi; shi_king; shu; shuo_wen; supra; synonym; tree
stm,20,1,stm,30,20,0.7647058823529411,canton; china_cochin; chusan; cochin; danes; foliis; folio; linn; lour; plant; plants; sin; tab
stm,25,20,stm,30,20,0.7647058823529411,canton; china_cochin; chusan; cochin; danes; foliis; folio; linn; lour; plant; plants; sin; tab
stm,25,23,stm,30,23,0.7619047619047619,commissioners; commodore; dutch; emperor; english; forts; interview; japanese; peking; portuguese; river; sent; ships; soon; treaty; ward
lda,10,2,lda,30,25,0.7391304347826086,annual; asia; aug; dec; eastern; jan; july; june; mean; mm; observations; oct; peking; sept; table; temperature; year
lda,10,3,lda,12,3,0.7391304347826086,bank; city; east; feet; high; island; large; miles; north; river; road; shan; side; small; south; water; west
lda,10,1,lda,8,1,0.7391304347826086,called; could; day; even; good; heaven; life; man; men; old; people; said; thus; upon; us; way; without
lda,10,2,lda,25,21,0.7391304347826086,annual; asia; aug; dec; eastern; jan; july; june; mean; mm; observations; oct; peking; sept; table; temperature; year
nmf,15,9,nmf,30,9,0.7391304347826086,confucius; destiny; doctrine; heaven; life; love; man; men; mencius; nature; people; principle; tao; things; tsi; tzu; virtue
nmf,15,2,nmf,30,18,0.7391304347826086,book; books; collection; dr; esq; journal; library; members; mr; mrs; rev; reviews; shanghai; society; volume; work; works
corex_unanchored,10,6,corex_unanchored,20,10,0.7391304347826086,black; blue; brown; dark; fine; flat; grass; green; sides; smaller; species; tail; thick; top; upper; white; yellow
lda,30,8,lda,8,7,0.7391304347826086,canton; chinensis; cochin; et; fig; fl; foliis; folio; hgk; linn; lour; name; osb; plant; plants; sin; tab
lda,15,7,lda,25,7,0.7391304347826086,ancient; called; century; ch; city; country; history; khan; mongol; mongols; name; see; shi; ta; west; western; yuan
lda,15,7,lda,30,7,0.7391304347826086,ancient; called; century; ch; city; country; history; khan; mongol; mongols; name; see; shi; ta; west; western; yuan
lda,10,6,nmf,30,5,0.7391304347826086,autres; aux; bien; cette; chine; deux; dont; lui; ne; on; ont; plus; qu; se; un; une; était
nmf,20,12,nmf,30,22,0.7391304347826086,apr; aug; dec; dip; feb; jan; july; june; magnetic; mean; mm; needle; observations; oct; sept; shanghai; temperature
nmf,12,9,nmf,30,9,0.7391304347826086,confucius; destiny; doctrine; heaven; life; love; man; men; mencius; nature; people; principle; tao; things; tsi; tzu; virtue
lda,25,8,lda,8,7,0.7391304347826086,canton; chinensis; cochin; et; fig; fl; foliis; folio; hgk; linn; lour; name; osb; plant; plants; sin; tab
stm,20,7,stm,30,7,0.7391304347826086,aryan; calendar; chow; cycle; indian; jupiter; king; language; lunar; modern; moon; myth; origin; sanscrit; stars; sun; word
stm,20,7,stm,25,7,0.7391304347826086,aryan; calendar; chow; cycle; indian; jupiter; king; language; lunar; modern; moon; myth; origin; sanscrit; stars; sun; word
nmf,15,1,nmf,8,1,0.7391304347826086,bank; canal; channel; city; feet; hills; island; level; miles; north; plain; river; sea; south; stream; village; water
nmf,15,12,nmf,25,12,0.7391304347826086,apr; aug; dec; dip; feb; jan; july; june; magnetic; mean; meteorological; mm; observations; oct; sept; shanghai; temperature
nmf,15,10,nmf,20,19,0.7391304347826086,ancient; art; artistic; bronze; bronzes; buddhist; culture; design; dynasty; figures; greek; human; painting; period; porcelain; pottery; work
nmf,15,12,nmf,30,22,0.7391304347826086,apr; aug; dec; dip; feb; jan; july; june; magnetic; mean; mm; nov; observations; oct; sept; shanghai; temperature
nmf,15,9,nmf,25,9,0.7391304347826086,confucius; destiny; doctrine; heaven; life; love; man; men; mencius; nature; people; principle; tao; things; tsi; tzu; virtue
lda,10,6,nmf,25,5,0.7391304347826086,autres; aux; bien; cette; chine; deux; dont; lui; ne; on; ont; plus; qu; se; un; une; était
lda,10,6,nmf,15,5,0.7391304347826086,autres; aux; bien; cette; chine; deux; dont; lui; ne; on; ont; plus; qu; se; un; une; était
lda,10,6,nmf,8,5,0.7391304347826086,autres; aux; bien; cette; chine; deux; dont; lui; ne; on; ont; plus; qu; se; un; une; était
lda,20,12,lda,25,12,0.7391304347826086,art; confucius; good; heaven; life; man; men; mind; nature; people; said; says; things; thus; way; without; world
nmf,25,2,nmf,30,18,0.7391304347826086,book; books; collection; dr; esq; journal; library; members; mr; mrs; museum; proceedings; rev; reviews; shanghai; society; work
nmf,20,19,nmf,25,20,0.7391304347826086,ancient; art; artistic; beauty; bronze; bronzes; buddhist; colour; culture; design; dynasty; greek; painting; period; porcelain; pottery; work
nmf,20,19,nmf,30,19,0.7391304347826086,ancient; art; artistic; beauty; bronze; bronzes; buddhist; colour; culture; design; dynasty; greek; painting; period; porcelain; pottery; work
lda,10,6,nmf,10,5,0.7391304347826086,autres; aux; bien; cette; chine; deux; dont; lui; ne; on; ont; plus; qu; se; un; une; était
lda,10,6,nmf,12,5,0.7391304347826086,autres; aux; bien; cette; chine; deux; dont; lui; ne; on; ont; plus; qu; se; un; une; était
lda,20,10,lda,25,10,0.7391304347826086,could; death; emperor; family; father; king; law; life; man; men; people; said; shall; son; upon; year; yu
nmf,12,9,nmf,25,9,0.7391304347826086,confucius; destiny; doctrine; heaven; life; love; man; men; mencius; nature; people; principle; tao; things; tsi; tzu; virtue
lda,30,29,nmf,10,5,0.7391304347826086,après; aux; bien; cette; chine; deux; dont; lui; ne; on; ont; plus; qu; se; un; une; était
lda,30,29,nmf,12,5,0.7391304347826086,après; aux; bien; cette; chine; deux; dont; lui; ne; on; ont; plus; qu; se; un; une; était
lda,30,29,nmf,15,5,0.7391304347826086,après; aux; bien; cette; chine; deux; dont; lui; ne; on; ont; plus; qu; se; un; une; était
lda,30,29,nmf,20,5,0.7391304347826086,après; aux; bien; cette; chine; deux; dont; lui; ne; on; ont; plus; qu; se; un; une; était
lda,30,29,nmf,30,5,0.7391304347826086,après; aux; bien; cette; chine; deux; dont; lui; ne; on; ont; plus; qu; se; un; une; était
lda,30,29,nmf,25,5,0.7391304347826086,après; aux; bien; cette; chine; deux; dont; lui; ne; on; ont; plus; qu; se; un; une; était
lda,20,8,lda,8,7,0.7391304347826086,canton; chinensis; cochin; et; fig; fl; foliis; folio; hgk; linn; lour; name; osb; plant; plants; sin; tab
nmf,25,7,nmf,8,2,0.7391304347826086,british; canton; country; emperor; events; foreign; foreigners; government; japan; japanese; mr; nagasaki; peking; people; retrospect; treaty; year
lda,12,6,nmf,10,5,0.7391304347826086,autres; aux; bien; cette; chine; deux; dont; lui; ne; on; ont; plus; qu; se; un; une; était
lda,12,6,nmf,20,5,0.7391304347826086,autres; aux; bien; cette; chine; deux; dont; lui; ne; on; ont; plus; qu; se; un; une; était
lda,15,8,lda,8,7,0.7391304347826086,canton; chinensis; cochin; et; fig; fl; folio; hgk; linn; lour; name; osb; plant; plants; see; sin; tab
lda,20,3,lda,30,3,0.7391304347826086,birds; bull; classifier; de; der; des; form; la; new; orn; pp; shuo; soc; und; vol; von; wen
lda,10,6,nmf,20,5,0.7391304347826086,autres; aux; bien; cette; chine; deux; dont; lui; ne; on; ont; plus; qu; se; un; une; était
nmf,25,24,nmf,30,29,0.7391304347826086,character; characters; english; language; languages; meaning; music; notation; notes; phonetic; sounds; system; use; word; words; writing; written
